enrollment_id,student_id,course_id,enrolled_date,completion_status,completion_date,progress_pct,rating
ENR01187,STU0260,CRS015,2023-08-17,Completed,2024-08-18,100,4.5
ENR01188,STU0261,CRS015,2024-01-10,Completed,2024-11-08,100,4.9
ENR01189,STU0261,CRS040,2024-09-14,Completed,2024-10-24,100,4.9
ENR01190,STU0261,CRS017,2024-12-07,Completed,2024-12-08,100,4.2
ENR01191,STU0261,CRS008,2024-06-11,In Progress,,40,
ENR01192,STU0261,CRS019,2024-11-07,In Progress,,16,
ENR01193,STU0261,CRS006,2024-10-30,In Progress,,28,
ENR01194,STU0261,CRS037,2024-06-15,Completed,2024-10-10,100,3.6
ENR01195,STU0262,CRS032,2024-03-22,Completed,2024-04-08,100,4.2
ENR01196,STU0262,CRS030,2024-04-17,In Progress,,88,
ENR01197,STU0262,CRS010,2023-10-10,Completed,2024-12-17,100,4.4
ENR01198,STU0262,CRS039,2024-10-07,In Progress,,27,
ENR01199,STU0263,CRS019,2024-11-17,Completed,2024-12-18,100,4.5
ENR01200,STU0263,CRS025,2024-12-27,In Progress,,20,
ENR01201,STU0263,CRS004,2024-03-29,Completed,2024-10-31,100,4.4
ENR01202,STU0263,CRS022,2024-10-29,Completed,2024-11-07,100,4.1
ENR01203,STU0263,CRS010,2023-07-01,In Progress,,24,
ENR01204,STU0263,CRS014,2023-10-23,Completed,2024-04-05,100,4.5
ENR01205,STU0263,CRS015,2024-12-17,Completed,2024-12-31,100,4.4
ENR01206,STU0263,CRS038,2024-07-16,Completed,2024-08-20,100,3.9
ENR01207,STU0264,CRS010,2024-12-22,In Progress,,13,
ENR01208,STU0264,CRS014,2024-11-03,In Progress,,18,
ENR01209,STU0264,CRS013,2023-12-30,In Progress,,54,
ENR01210,STU0264,CRS001,2024-11-04,In Progress,,7,
ENR01211,STU0264,CRS024,2023-03-18,Completed,2024-07-15,100,3.4
ENR01212,STU0265,CRS008,2024-10-23,In Progress,,75,
ENR01213,STU0266,CRS026,2022-08-12,Completed,2023-12-25,100,3.6
ENR01214,STU0266,CRS016,2022-11-30,In Progress,,48,
ENR01215,STU0266,CRS003,2024-07-18,In Progress,,83,
ENR01216,STU0267,CRS029,2021-11-04,In Progress,,85,
ENR01217,STU0267,CRS024,2022-06-03,Completed,2024-01-10,100,5.0
ENR01218,STU0267,CRS001,2022-09-11,In Progress,,12,
ENR01219,STU0267,CRS008,2022-03-05,Completed,2024-08-09,100,3.6
ENR01220,STU0267,CRS006,2021-09-19,Completed,2024-09-23,100,3.4
ENR01221,STU0268,CRS036,2024-07-01,In Progress,,15,
ENR01222,STU0268,CRS035,2024-06-17,In Progress,,88,
ENR01223,STU0268,CRS034,2024-06-17,Completed,2024-10-09,100,4.6
ENR01224,STU0268,CRS032,2024-05-18,Completed,2024-10-12,100,3.4
ENR01225,STU0268,CRS005,2024-06-07,Completed,2024-08-11,100,4.7
ENR01226,STU0268,CRS038,2024-04-03,Completed,2024-06-05,100,4.0
ENR01227,STU0268,CRS008,2024-09-19,In Progress,,21,
ENR01228,STU0269,CRS001,2024-04-03,In Progress,,88,
ENR01229,STU0269,CRS016,2024-10-16,In Progress,,45,
ENR01230,STU0269,CRS020,2024-10-24,In Progress,,88,
ENR01231,STU0269,CRS003,2024-12-27,In Progress,,30,
ENR01232,STU0269,CRS034,2024-04-28,Completed,2024-12-03,100,4.7
ENR01233,STU0269,CRS019,2024-11-26,In Progress,,75,
ENR01234,STU0269,CRS029,2024-06-13,Completed,2024-11-19,100,3.8
ENR01235,STU0270,CRS017,2023-07-06,In Progress,,86,
ENR01236,STU0270,CRS025,2024-06-20,In Progress,,18,
ENR01237,STU0270,CRS011,2024-10-11,Completed,2024-12-30,100,4.5
ENR01238,STU0270,CRS026,2023-10-26,In Progress,,72,
ENR01239,STU0270,CRS030,2024-09-16,In Progress,,53,
ENR01240,STU0271,CRS021,2022-01-12,In Progress,,31,
ENR01241,STU0271,CRS028,2023-05-27,Completed,2023-09-16,100,4.4
ENR01242,STU0271,CRS025,2022-04-04,Completed,2022-07-04,100,3.7
ENR01243,STU0272,CRS010,2023-12-19,In Progress,,28,
ENR01244,STU0272,CRS015,2023-03-15,In Progress,,15,
ENR01245,STU0272,CRS018,2024-05-20,In Progress,,39,
ENR01246,STU0272,CRS001,2024-04-12,Completed,2024-10-07,100,4.4
ENR01247,STU0272,CRS007,2024-06-14,Completed,2024-07-09,100,4.8
ENR01248,STU0273,CRS025,2024-05-28,In Progress,,33,
ENR01249,STU0273,CRS012,2021-10-14,In Progress,,91,
ENR01250,STU0273,CRS023,2022-08-09,In Progress,,18,
ENR01251,STU0273,CRS035,2023-11-09,In Progress,,34,
ENR01252,STU0273,CRS036,2022-01-11,In Progress,,81,
ENR01253,STU0273,CRS026,2023-10-23,In Progress,,31,
ENR01254,STU0274,CRS030,2024-01-02,In Progress,,66,
ENR01255,STU0274,CRS012,2024-01-17,In Progress,,11,
ENR01256,STU0274,CRS029,2024-03-09,In Progress,,11,
ENR01257,STU0274,CRS023,2023-09-22,In Progress,,11,
ENR01258,STU0274,CRS040,2024-06-03,Completed,2024-12-10,100,3.6
ENR01259,STU0274,CRS033,2024-09-30,In Progress,,54,
ENR01260,STU0274,CRS019,2024-12-03,In Progress,,61,
ENR01261,STU0275,CRS026,2024-05-10,Completed,2024-12-08,100,4.5
ENR01262,STU0275,CRS001,2024-08-06,In Progress,,44,
ENR01263,STU0276,CRS039,2024-11-13,In Progress,,86,
ENR01264,STU0277,CRS012,2024-03-03,Completed,2024-03-29,100,3.8
ENR01265,STU0277,CRS005,2023-10-17,Completed,2023-12-13,100,3.7
ENR01266,STU0277,CRS024,2024-08-19,Completed,2024-09-18,100,3.6
ENR01267,STU0277,CRS009,2024-01-31,Completed,2024-05-19,100,3.0
ENR01268,STU0278,CRS014,2024-07-24,Completed,2024-11-18,100,3.7
ENR01269,STU0278,CRS020,2023-11-12,Completed,2024-11-15,100,3.4
ENR01270,STU0278,CRS033,2023-08-04,Completed,2024-12-19,100,3.4
ENR01271,STU0278,CRS003,2023-12-30,In Progress,,62,
ENR01272,STU0278,CRS030,2024-01-01,In Progress,,32,
ENR01273,STU0278,CRS032,2024-11-18,Completed,2024-12-07,100,3.7
ENR01274,STU0278,CRS004,2024-04-26,Completed,2024-08-16,100,4.3
ENR01275,STU0279,CRS009,2022-08-05,Completed,2024-07-31,100,3.4
ENR01276,STU0279,CRS023,2023-05-18,Completed,2024-06-25,100,3.8
ENR01277,STU0279,CRS028,2022-09-01,Completed,2023-03-23,100,4.9
ENR01278,STU0280,CRS027,2024-02-17,In Progress,,87,
ENR01279,STU0280,CRS032,2022-11-13,In Progress,,51,
ENR01280,STU0281,CRS009,2024-08-30,Completed,2024-11-25,100,3.5
ENR01281,STU0281,CRS008,2024-06-18,In Progress,,94,
ENR01282,STU0281,CRS007,2024-06-23,In Progress,,36,
ENR01283,STU0281,CRS002,2023-06-29,In Progress,,31,
ENR01284,STU0281,CRS040,2023-09-09,In Progress,,23,
ENR01285,STU0281,CRS010,2024-01-18,In Progress,,33,
ENR01286,STU0281,CRS023,2024-06-18,Completed,2024-12-15,100,4.6
ENR01287,STU0282,CRS013,2024-06-21,Completed,2024-10-01,100,3.1
ENR01288,STU0282,CRS038,2024-05-09,In Progress,,78,
ENR01289,STU0282,CRS010,2024-04-11,In Progress,,48,
ENR01290,STU0283,CRS015,2024-10-19,In Progress,,6,
ENR01291,STU0283,CRS022,2024-07-05,Completed,2024-10-06,100,3.6
ENR01292,STU0283,CRS028,2024-07-29,In Progress,,31,
ENR01293,STU0283,CRS031,2024-07-13,In Progress,,23,
ENR01294,STU0283,CRS004,2024-02-21,Completed,2024-08-03,100,3.4
ENR01295,STU0284,CRS018,2024-02-23,Completed,2024-04-12,100,4.3
ENR01296,STU0284,CRS039,2023-07-29,Completed,2024-08-02,100,4.5
ENR01297,STU0284,CRS007,2024-09-09,In Progress,,30,
ENR01298,STU0284,CRS028,2023-10-19,In Progress,,11,
ENR01299,STU0284,CRS012,2023-07-29,In Progress,,77,
ENR01300,STU0284,CRS017,2023-04-29,In Progress,,83,
ENR01301,STU0284,CRS032,2023-10-01,In Progress,,12,
ENR01302,STU0284,CRS024,2024-09-27,In Progress,,38,
ENR01303,STU0285,CRS035,2023-03-11,In Progress,,91,
ENR01304,STU0285,CRS010,2023-07-14,In Progress,,71,
ENR01305,STU0285,CRS003,2024-01-24,In Progress,,57,
ENR01306,STU0285,CRS009,2022-10-10,In Progress,,8,
ENR01307,STU0286,CRS027,2022-12-30,In Progress,,7,
ENR01308,STU0286,CRS034,2024-12-11,In Progress,,63,
ENR01309,STU0286,CRS033,2024-04-22,In Progress,,21,
ENR01310,STU0286,CRS002,2024-12-21,In Progress,,71,
ENR01311,STU0286,CRS011,2023-12-29,In Progress,,26,
ENR01312,STU0286,CRS018,2022-11-17,Completed,2023-06-28,100,4.2
ENR01313,STU0286,CRS009,2024-04-22,In Progress,,90,
ENR01314,STU0286,CRS019,2023-08-06,Completed,2024-03-18,100,3.6
ENR01315,STU0287,CRS011,2023-12-15,In Progress,,37,
ENR01316,STU0287,CRS015,2024-10-14,Completed,2024-11-18,100,4.9
ENR01317,STU0288,CRS016,2024-08-08,In Progress,,0,
ENR01318,STU0289,CRS021,2024-09-18,Completed,2024-09-25,100,4.3
ENR01319,STU0289,CRS006,2024-05-10,Completed,2024-07-20,100,3.4
ENR01320,STU0289,CRS036,2024-08-11,In Progress,,74,
ENR01321,STU0289,CRS017,2024-11-13,In Progress,,48,
ENR01322,STU0289,CRS009,2024-09-25,In Progress,,70,
ENR01323,STU0289,CRS027,2024-06-23,Completed,2024-08-30,100,3.4
ENR01324,STU0290,CRS029,2023-02-28,Completed,2024-07-02,100,3.2
ENR01325,STU0290,CRS015,2022-02-10,In Progress,,22,
ENR01326,STU0290,CRS028,2022-02-25,In Progress,,93,
ENR01327,STU0291,CRS019,2023-03-08,In Progress,,50,
ENR01328,STU0291,CRS002,2023-04-03,Completed,2023-06-15,100,3.9
ENR01329,STU0291,CRS020,2024-07-14,In Progress,,12,
ENR01330,STU0292,CRS001,2024-10-09,Completed,2024-10-23,100,4.7
ENR01331,STU0292,CRS039,2024-06-05,Completed,2024-06-26,100,3.5
ENR01332,STU0292,CRS007,2024-04-05,In Progress,,1,
ENR01333,STU0293,CRS006,2024-09-09,Completed,2024-09-28,100,3.5
ENR01334,STU0293,CRS013,2024-12-17,Completed,2024-12-25,100,3.2
ENR01335,STU0293,CRS009,2024-07-19,In Progress,,13,
ENR01336,STU0293,CRS031,2024-10-07,Completed,2024-11-04,100,3.0
ENR01337,STU0293,CRS029,2024-09-29,Completed,2024-12-21,100,3.6
ENR01338,STU0293,CRS011,2024-12-15,In Progress,,14,
ENR01339,STU0294,CRS008,2023-03-14,Completed,2024-12-03,100,3.7
ENR01340,STU0294,CRS015,2022-02-03,In Progress,,77,
ENR01341,STU0294,CRS007,2022-08-13,In Progress,,42,
ENR01342,STU0295,CRS028,2023-06-17,Completed,2023-10-01,100,3.5
ENR01343,STU0295,CRS010,2023-12-02,In Progress,,91,
ENR01344,STU0295,CRS020,2021-11-11,In Progress,,19,
ENR01345,STU0296,CRS010,2024-10-31,In Progress,,93,
ENR01346,STU0296,CRS025,2024-07-13,Completed,2024-08-14,100,3.4
ENR01347,STU0296,CRS029,2024-09-04,Completed,2024-10-28,100,4.0
ENR01348,STU0296,CRS031,2024-11-07,In Progress,,42,
ENR01349,STU0296,CRS005,2024-12-28,In Progress,,31,
ENR01350,STU0296,CRS008,2024-09-21,In Progress,,68,
ENR01351,STU0297,CRS035,2024-04-07,Completed,2024-04-08,100,3.4
ENR01352,STU0297,CRS040,2024-08-26,In Progress,,17,
ENR01353,STU0297,CRS015,2024-03-24,In Progress,,46,
ENR01354,STU0297,CRS025,2024-07-22,In Progress,,70,
ENR01355,STU0297,CRS006,2024-06-26,Completed,2024-08-22,100,3.1
ENR01356,STU0297,CRS027,2024-04-23,In Progress,,90,
ENR01357,STU0297,CRS034,2024-09-03,In Progress,,89,
ENR01358,STU0297,CRS038,2024-08-31,Completed,2024-09-13,100,4.3
ENR01359,STU0298,CRS039,2023-10-17,Completed,2024-12-15,100,4.6
ENR01360,STU0298,CRS011,2024-02-02,In Progress,,17,
ENR01361,STU0298,CRS002,2024-06-01,In Progress,,92,
ENR01362,STU0298,CRS010,2024-10-27,In Progress,,88,
ENR01363,STU0298,CRS024,2024-05-19,Completed,2024-06-03,100,4.8
ENR01364,STU0298,CRS037,2024-01-24,In Progress,,1,
ENR01365,STU0298,CRS006,2024-10-06,In Progress,,58,
ENR01366,STU0298,CRS016,2024-04-20,In Progress,,64,
ENR01367,STU0299,CRS028,2023-12-12,Completed,2024-02-14,100,4.5
ENR01368,STU0299,CRS011,2024-03-20,Completed,2024-10-06,100,3.4
ENR01369,STU0299,CRS018,2024-03-06,In Progress,,88,
ENR01370,STU0299,CRS006,2023-10-27,Completed,2024-09-19,100,3.8
ENR01371,STU0300,CRS004,2023-03-20,Completed,2023-07-04,100,3.2
ENR01372,STU0300,CRS024,2024-11-07,In Progress,,3,
ENR01373,STU0300,CRS028,2023-06-17,Completed,2023-10-04,100,3.1
ENR01374,STU0301,CRS020,2023-06-26,In Progress,,81,
ENR01375,STU0302,CRS016,2024-06-03,Completed,2024-10-26,100,4.1
ENR01376,STU0303,CRS003,2024-01-20,In Progress,,40,
ENR01377,STU0303,CRS004,2023-10-25,In Progress,,89,
ENR01378,STU0303,CRS021,2023-09-05,In Progress,,94,
ENR01379,STU0303,CRS006,2022-05-21,In Progress,,19,
ENR01380,STU0303,CRS020,2023-12-18,In Progress,,4,
ENR01381,STU0303,CRS001,2022-09-22,Completed,2024-01-09,100,3.2
ENR01382,STU0303,CRS023,2023-02-13,In Progress,,87,
ENR01383,STU0303,CRS019,2022-09-21,In Progress,,64,
ENR01384,STU0304,CRS029,2023-01-20,In Progress,,87,
ENR01385,STU0304,CRS009,2023-08-12,Completed,2024-06-19,100,4.2
ENR01386,STU0304,CRS022,2024-07-13,In Progress,,63,
ENR01387,STU0304,CRS019,2022-12-26,Completed,2023-11-07,100,4.1
ENR01388,STU0304,CRS024,2024-05-04,Completed,2024-07-23,100,3.3
ENR01389,STU0304,CRS028,2023-05-25,Completed,2024-05-31,100,3.7
ENR01390,STU0305,CRS030,2024-05-19,In Progress,,56,
ENR01391,STU0305,CRS017,2024-03-12,In Progress,,62,
ENR01392,STU0305,CRS031,2024-07-13,In Progress,,51,
ENR01393,STU0306,CRS029,2024-09-23,Completed,2024-12-19,100,3.8
ENR01394,STU0306,CRS024,2024-12-02,Completed,2024-12-30,100,5.0
ENR01395,STU0306,CRS033,2024-05-07,In Progress,,82,
ENR01396,STU0307,CRS016,2024-12-16,In Progress,,1,
ENR01397,STU0308,CRS007,2023-04-19,In Progress,,9,
ENR01398,STU0308,CRS019,2023-12-10,In Progress,,85,
ENR01399,STU0308,CRS025,2023-10-31,In Progress,,82,
ENR01400,STU0309,CRS007,2023-09-24,Completed,2024-03-17,100,5.0
ENR01401,STU0309,CRS006,2023-01-29,In Progress,,60,
ENR01402,STU0309,CRS012,2023-06-13,In Progress,,69,
ENR01403,STU0309,CRS040,2024-07-09,Completed,2024-09-01,100,3.6
ENR01404,STU0309,CRS026,2024-01-07,Completed,2024-07-10,100,4.6
ENR01405,STU0309,CRS028,2023-01-31,Completed,2023-02-23,100,4.9
ENR01406,STU0309,CRS013,2023-05-26,Completed,2023-11-22,100,3.2
ENR01407,STU0309,CRS036,2023-06-03,In Progress,,38,
ENR01408,STU0310,CRS034,2023-10-05,In Progress,,38,
ENR01409,STU0310,CRS014,2023-04-06,Completed,2024-06-08,100,4.0
ENR01410,STU0310,CRS017,2024-04-20,In Progress,,20,
ENR01411,STU0310,CRS012,2024-10-02,In Progress,,88,
ENR01412,STU0310,CRS004,2024-05-26,Completed,2024-05-28,100,4.1
ENR01413,STU0310,CRS006,2024-06-22,Completed,2024-12-24,100,4.3
ENR01414,STU0310,CRS028,2024-07-12,Completed,2024-12-29,100,5.0
ENR01415,STU0311,CRS001,2022-08-15,In Progress,,86,
ENR01416,STU0311,CRS010,2023-01-15,In Progress,,0,
ENR01417,STU0311,CRS030,2024-12-11,In Progress,,16,
ENR01418,STU0311,CRS039,2024-02-04,In Progress,,12,
ENR01419,STU0311,CRS032,2022-11-30,In Progress,,24,
ENR01420,STU0311,CRS021,2024-04-03,In Progress,,21,
ENR01421,STU0312,CRS014,2022-01-29,Completed,2023-10-19,100,4.0
ENR01422,STU0312,CRS023,2024-10-14,In Progress,,58,
ENR01423,STU0312,CRS040,2024-04-15,Completed,2024-11-19,100,4.0
ENR01424,STU0312,CRS013,2022-08-16,In Progress,,58,
ENR01425,STU0312,CRS001,2024-01-30,Completed,2024-11-29,100,3.3
ENR01426,STU0312,CRS024,2024-02-16,Completed,2024-09-26,100,4.3
ENR01427,STU0312,CRS035,2022-07-18,In Progress,,13,
ENR01428,STU0313,CRS040,2023-10-11,Completed,2024-10-28,100,4.5
ENR01429,STU0314,CRS029,2024-11-10,In Progress,,85,
ENR01430,STU0314,CRS033,2023-12-17,Completed,2024-08-05,100,4.1
ENR01431,STU0315,CRS031,2024-07-08,In Progress,,82,
ENR01432,STU0315,CRS008,2023-12-13,In Progress,,28,
ENR01433,STU0315,CRS023,2024-05-03,Completed,2024-10-18,100,3.5
ENR01434,STU0315,CRS030,2024-11-18,Completed,2024-12-14,100,3.1
ENR01435,STU0316,CRS024,2023-05-31,Completed,2024-08-13,100,3.5
ENR01436,STU0316,CRS034,2022-09-17,In Progress,,50,
ENR01437,STU0316,CRS039,2024-11-14,In Progress,,81,
ENR01438,STU0317,CRS026,2021-12-19,In Progress,,12,
ENR01439,STU0317,CRS021,2023-11-27,Completed,2024-09-17,100,4.6
ENR01440,STU0317,CRS034,2024-03-06,Completed,2024-08-18,100,3.4
ENR01441,STU0318,CRS028,2023-04-22,In Progress,,75,
ENR01442,STU0319,CRS040,2024-08-01,In Progress,,10,
ENR01443,STU0320,CRS002,2023-04-19,Completed,2023-12-26,100,4.5
ENR01444,STU0320,CRS009,2024-08-15,Completed,2024-08-28,100,3.5
ENR01445,STU0320,CRS030,2024-03-22,Completed,2024-05-13,100,3.2
ENR01446,STU0320,CRS023,2022-10-22,Completed,2023-08-07,100,3.5
ENR01447,STU0320,CRS012,2022-09-22,Completed,2023-09-27,100,4.8
ENR01448,STU0320,CRS016,2023-07-24,Completed,2023-08-15,100,3.8
ENR01449,STU0320,CRS015,2024-03-20,Completed,2024-10-20,100,3.8
ENR01450,STU0321,CRS011,2023-10-28,In Progress,,78,
ENR01451,STU0321,CRS012,2024-07-13,In Progress,,20,
ENR01452,STU0321,CRS020,2024-04-24,In Progress,,15,
ENR01453,STU0321,CRS001,2023-05-23,In Progress,,68,
ENR01454,STU0321,CRS039,2022-11-30,In Progress,,19,
ENR01455,STU0321,CRS003,2023-06-16,In Progress,,14,
ENR01456,STU0321,CRS008,2023-06-17,Completed,2023-11-05,100,3.4
ENR01457,STU0321,CRS022,2024-11-21,In Progress,,16,
ENR01458,STU0322,CRS018,2024-04-23,In Progress,,37,
ENR01459,STU0322,CRS031,2024-05-31,In Progress,,55,
ENR01460,STU0322,CRS013,2024-12-23,Completed,2024-12-26,100,3.5
ENR01461,STU0322,CRS006,2024-04-01,In Progress,,91,
ENR01462,STU0322,CRS023,2023-06-05,Completed,2024-04-19,100,3.3
ENR01463,STU0323,CRS028,2023-11-01,In Progress,,47,
ENR01464,STU0323,CRS029,2023-06-15,In Progress,,4,
ENR01465,STU0323,CRS040,2024-09-15,Completed,2024-11-06,100,3.6
ENR01466,STU0323,CRS018,2024-10-05,Completed,2024-10-08,100,3.2
ENR01467,STU0323,CRS021,2024-03-06,In Progress,,23,
ENR01468,STU0323,CRS007,2024-04-11,Completed,2024-07-30,100,4.3
ENR01469,STU0323,CRS025,2024-04-25,Completed,2024-07-14,100,3.2
ENR01470,STU0323,CRS038,2024-03-02,In Progress,,91,
ENR01471,STU0324,CRS014,2023-09-26,Completed,2024-01-12,100,4.1
ENR01472,STU0324,CRS030,2024-03-24,Completed,2024-05-01,100,4.1
ENR01473,STU0324,CRS037,2024-07-26,In Progress,,40,
ENR01474,STU0324,CRS021,2023-03-18,Completed,2024-08-04,100,4.0
ENR01475,STU0324,CRS015,2023-11-02,Completed,2024-06-20,100,3.3
ENR01476,STU0324,CRS005,2024-04-24,Completed,2024-09-18,100,3.0
ENR01477,STU0325,CRS030,2024-01-30,Completed,2024-08-23,100,3.1
ENR01478,STU0326,CRS022,2024-12-25,Completed,2024-12-28,100,3.2
ENR01479,STU0327,CRS018,2024-09-24,In Progress,,63,
ENR01480,STU0327,CRS021,2024-05-17,Completed,2024-11-11,100,5.0
ENR01481,STU0327,CRS023,2024-12-08,In Progress,,15,
ENR01482,STU0327,CRS026,2024-12-31,In Progress,,3,
ENR01483,STU0327,CRS006,2024-05-17,In Progress,,17,
ENR01484,STU0328,CRS028,2024-07-14,In Progress,,88,
ENR01485,STU0328,CRS015,2023-03-05,Completed,2023-04-18,100,3.2
ENR01486,STU0328,CRS011,2023-11-18,Completed,2024-05-04,100,4.4
ENR01487,STU0328,CRS006,2024-02-03,Completed,2024-04-30,100,4.8
ENR01488,STU0328,CRS013,2024-08-30,In Progress,,16,
ENR01489,STU0328,CRS024,2023-12-03,In Progress,,74,
ENR01490,STU0329,CRS029,2024-06-18,Completed,2024-12-22,100,4.0
ENR01491,STU0329,CRS008,2024-06-10,In Progress,,91,
ENR01492,STU0329,CRS034,2024-07-25,In Progress,,31,
ENR01493,STU0329,CRS038,2024-03-06,Completed,2024-11-14,100,3.1
ENR01494,STU0329,CRS016,2024-05-16,In Progress,,49,
ENR01495,STU0329,CRS031,2024-10-02,Completed,2024-10-28,100,4.6
ENR01496,STU0329,CRS032,2024-10-16,In Progress,,39,
ENR01497,STU0330,CRS033,2022-11-18,In Progress,,49,
ENR01498,STU0330,CRS007,2024-07-13,Completed,2024-10-23,100,3.4
ENR01499,STU0330,CRS009,2024-01-10,Completed,2024-06-15,100,4.9
ENR01500,STU0331,CRS010,2024-01-05,In Progress,,30,
ENR01501,STU0331,CRS030,2024-07-04,Completed,2024-07-11,100,4.0
ENR01502,STU0332,CRS023,2023-10-02,Completed,2024-05-09,100,4.0
ENR01503,STU0332,CRS017,2023-06-24,In Progress,,47,
ENR01504,STU0332,CRS008,2023-08-09,Completed,2024-02-20,100,4.5
ENR01505,STU0332,CRS036,2024-07-06,Completed,2024-08-23,100,3.8
ENR01506,STU0332,CRS006,2024-12-29,Completed,2024-12-31,100,4.0
ENR01507,STU0332,CRS040,2024-07-17,Completed,2024-07-29,100,4.3
ENR01508,STU0332,CRS028,2023-08-22,Completed,2023-09-18,100,4.8
ENR01509,STU0332,CRS014,2024-12-10,Completed,2024-12-12,100,4.1
ENR01510,STU0333,CRS015,2024-02-13,Completed,2024-05-27,100,3.7
ENR01511,STU0333,CRS040,2024-09-15,In Progress,,93,
ENR01512,STU0333,CRS026,2022-12-29,Completed,2024-12-15,100,4.2
ENR01513,STU0333,CRS007,2024-08-28,Completed,2024-10-07,100,4.4
ENR01514,STU0333,CRS018,2023-04-03,Completed,2024-07-12,100,3.3
ENR01515,STU0334,CRS028,2023-11-21,Completed,2024-07-20,100,4.2
ENR01516,STU0334,CRS022,2024-09-02,Completed,2024-09-16,100,3.1
ENR01517,STU0334,CRS002,2023-10-24,In Progress,,37,
ENR01518,STU0334,CRS012,2023-09-11,In Progress,,18,
ENR01519,STU0334,CRS017,2022-07-03,Completed,2024-07-25,100,3.7
ENR01520,STU0334,CRS005,2024-04-13,Completed,2024-08-22,100,4.3
ENR01521,STU0334,CRS011,2023-03-31,In Progress,,45,
ENR01522,STU0334,CRS001,2024-03-19,Completed,2024-12-09,100,4.5
ENR01523,STU0335,CRS008,2023-05-12,In Progress,,31,
ENR01524,STU0335,CRS018,2024-08-05,In Progress,,55,
ENR01525,STU0335,CRS034,2023-05-17,Completed,2023-08-16,100,3.4
ENR01526,STU0335,CRS002,2023-06-23,In Progress,,35,
ENR01527,STU0335,CRS010,2024-11-14,In Progress,,57,
ENR01528,STU0335,CRS027,2024-04-24,Completed,2024-12-13,100,4.4
ENR01529,STU0335,CRS015,2023-03-20,Completed,2024-05-20,100,4.9
ENR01530,STU0335,CRS036,2022-11-27,Completed,2023-01-08,100,4.2
ENR01531,STU0336,CRS040,2022-12-01,In Progress,,63,
ENR01532,STU0336,CRS008,2023-12-01,In Progress,,66,
ENR01533,STU0336,CRS028,2024-05-10,In Progress,,20,
ENR01534,STU0336,CRS030,2023-12-22,Completed,2024-05-20,100,3.0
ENR01535,STU0336,CRS023,2023-03-21,Completed,2024-11-17,100,3.2
ENR01536,STU0336,CRS019,2023-06-20,Completed,2024-06-14,100,4.3
ENR01537,STU0337,CRS017,2023-09-29,Completed,2024-02-21,100,4.6
ENR01538,STU0338,CRS006,2022-07-21,In Progress,,10,
ENR01539,STU0338,CRS018,2022-09-05,Completed,2023-09-03,100,3.5
ENR01540,STU0338,CRS010,2023-10-27,Completed,2023-12-16,100,4.8
ENR01541,STU0339,CRS012,2024-03-17,In Progress,,25,
ENR01542,STU0339,CRS037,2024-03-15,In Progress,,25,
ENR01543,STU0339,CRS028,2024-06-10,Completed,2024-11-02,100,4.9
ENR01544,STU0339,CRS021,2024-10-11,Completed,2024-12-05,100,3.2
ENR01545,STU0339,CRS038,2024-08-19,In Progress,,64,
ENR01546,STU0340,CRS023,2023-05-20,Completed,2023-10-10,100,4.2
ENR01547,STU0340,CRS028,2022-05-19,In Progress,,47,
ENR01548,STU0340,CRS030,2024-07-02,In Progress,,72,
ENR01549,STU0340,CRS027,2021-04-27,In Progress,,50,
ENR01550,STU0340,CRS037,2023-04-13,In Progress,,59,
ENR01551,STU0340,CRS038,2023-08-08,In Progress,,10,
ENR01552,STU0340,CRS002,2022-07-15,In Progress,,83,
ENR01553,STU0340,CRS034,2022-11-21,In Progress,,37,
ENR01554,STU0341,CRS022,2024-11-03,In Progress,,63,
ENR01555,STU0341,CRS004,2024-05-14,In Progress,,81,
ENR01556,STU0341,CRS008,2024-06-23,In Progress,,92,
ENR01557,STU0341,CRS033,2024-09-25,In Progress,,25,
ENR01558,STU0341,CRS039,2024-02-24,Completed,2024-12-29,100,4.8
ENR01559,STU0341,CRS014,2024-03-10,Completed,2024-05-02,100,3.9
ENR01560,STU0341,CRS034,2024-09-04,Completed,2024-12-31,100,3.2
ENR01561,STU0341,CRS010,2024-09-24,In Progress,,30,
ENR01562,STU0342,CRS040,2023-08-24,Completed,2024-10-16,100,4.5
ENR01563,STU0342,CRS029,2024-01-23,In Progress,,89,
ENR01564,STU0342,CRS008,2024-02-23,In Progress,,37,
ENR01565,STU0342,CRS028,2023-11-12,In Progress,,63,
ENR01566,STU0342,CRS010,2024-05-09,Completed,2024-11-03,100,4.6
ENR01567,STU0343,CRS028,2021-09-11,In Progress,,4,
ENR01568,STU0343,CRS010,2024-02-16,Completed,2024-08-15,100,4.9
ENR01569,STU0343,CRS002,2024-04-04,In Progress,,58,
ENR01570,STU0343,CRS019,2023-03-10,Completed,2023-08-19,100,3.7
ENR01571,STU0343,CRS030,2024-06-15,Completed,2024-12-12,100,4.1
ENR01572,STU0343,CRS008,2024-07-05,Completed,2024-12-19,100,3.3
ENR01573,STU0343,CRS025,2024-10-16,Completed,2024-11-02,100,3.6
ENR01574,STU0344,CRS026,2022-05-22,In Progress,,64,
ENR01575,STU0344,CRS005,2024-04-28,Completed,2024-10-23,100,3.6
ENR01576,STU0344,CRS031,2024-08-19,Completed,2024-11-30,100,3.1
ENR01577,STU0344,CRS025,2021-07-17,In Progress,,20,
